GeneID	pearson_corr	Best.hit.arabi.name	arabi.symbol	arabi.defline
Sobic.007G192800	0.806680805	AT1G27970.1	NTF2B	nuclear transport factor 2B
Sobic.009G062701	0.80667794			
Sobic.001G380200	0.806661987	AT3G51620.2		PAP/OAS1 substrate-binding domain superfamily
Sobic.004G201900	0.80660558			
Sobic.002G275300	0.806582452	AT4G25290.1		DNA photolyases;DNA photolyases
Sobic.004G249600	0.806558445	AT4G39460.2	"SAMC1,SAMT1"	S-adenosylmethionine carrier 1
Sobic.006G183100	0.806505397	AT1G63160.1	RFC2	replication factor C 2
Sobic.003G017100	0.80648051	AT1G54350.1		ABC transporter family protein
Sobic.001G026000	0.80646923	AT3G06580.1	"GAL1,GALK"	Mevalonate/galactokinase family protein
Sobic.007G054000	0.806441249	AT3G14460.1		LRR and NB-ARC domains-containing disease resistance protein
Sobic.006G078600	0.806415066	AT1G43245.1		SET domain-containing protein
Sobic.010G220000	0.806410599	AT1G79430.2	"APL,WDY"	Homeodomain-like superfamily protein
Sobic.010G051700	0.806398707	AT4G31210.1		"DNA topoisomerase, type IA, core"
Sobic.006G100000	0.806367394	AT5G09450.1		Tetratricopeptide repeat (TPR)-like superfamily protein
Sobic.010G209400	0.806300198	AT5G25150.1	TAF5	TBP-associated factor 5
Sobic.009G050900	0.806265594	AT5G47900.6		Protein of unknown function (DUF1624)
Sobic.009G050900	0.806265594	AT5G47900.1		Protein of unknown function (DUF1624)
Sobic.002G042800	0.806241317			
Sobic.006G046700	0.806172634	AT2G05170.1	"ATVPS11,VPS11"	vacuolar protein sorting 11
Sobic.001G520700	0.806127024	AT5G66520.1		Tetratricopeptide repeat (TPR)-like superfamily protein
Sobic.001G067300	0.80610797	AT5G63890.1	"ATHDH,HDH,HISN8"	histidinol dehydrogenase
Sobic.001G067300	0.80610797	AT5G63890.2	"ATHDH,HDH,HISN8"	histidinol dehydrogenase
Sobic.001G228200	0.806069328	AT3G23990.1	"HSP60,HSP60-3B"	heat shock protein 60
Sobic.007G225500	0.806066975	AT5G65250.1		
Sobic.008G051900	0.806059281	AT1G19910.1	"ATVHA-C2,AVA-2PE,AVA-P2"	"ATPase, F0/V0 complex, subunit C protein"
Sobic.008G062000	0.806025674	AT1G48170.1		
Sobic.003G199200	0.80602532	AT1G05840.1		Eukaryotic aspartyl protease family protein
Sobic.002G427050	0.805985432			
Sobic.010G133400	0.805937468	AT4G35360.1		Uncharacterised conserved protein (UCP030210)
Sobic.001G433300	0.805931059	AT4G38180.1	FRS5	FAR1-related sequence 5
Sobic.010G185400	0.805908412	AT3G25800.1	"PDF1,PP2AA2,PR 65"	protein phosphatase 2A  subunit A2
Sobic.001G495600	0.805906267	AT2G38820.2		Protein of unknown function (DUF506) 
Sobic.001G261484	0.805883985	AT5G09430.1		alpha/beta-Hydrolases superfamily protein
Sobic.001G398600	0.805841944	AT3G05870.2	APC11	anaphase-promoting complex/cyclosome 11
Sobic.001G305500	0.805819725	AT2G45900.1		Phosphatidylinositol N-acetyglucosaminlytransferase subunit P-related
Sobic.001G252200	0.80580202	AT3G16730.1		
Sobic.009G178100	0.805784426	AT5G56340.1	ATCRT1	RING/U-box superfamily protein
Sobic.006G215300	0.805658562	AT1G56090.1		Tetratricopeptide repeat (TPR)-like superfamily protein
Sobic.009G033600	0.805626966	AT1G02500.1	"AtSAM1,MAT1,SAM-1,SAM1"	S-adenosylmethionine synthetase 1
Sobic.004G033100	0.80558016	AT3G54170.1	"ATFIP37,FIP37"	FKBP12 interacting protein 37
Sobic.009G184900	0.805510038	AT1G28320.1	DEG15	protease-related
Sobic.001G022800	0.805506846	AT5G09810.1	ACT7	actin 7
Sobic.010G159100	0.805468138	AT1G09310.1		"Protein of unknown function, DUF538"
Sobic.008G126700	0.805463645	AT4G25800.1		Calmodulin-binding protein
Sobic.004G347100	0.805449541	AT5G04270.1		DHHC-type zinc finger family protein
Sobic.009G209300	0.80544003	AT4G18240.1	"ATSS4,SS4,SSIV"	starch synthase 4
Sobic.009G129600	0.805413772	AT5G19330.1	ARIA	ARM repeat protein interacting with  ABF2
Sobic.008G139800	0.805409331	AT2G03667.1		Asparagine synthase family protein
Sobic.003G188300	0.805405217	AT1G77250.1		RING/FYVE/PHD-type zinc finger family protein
Sobic.008G099800	0.805382762	AT3G17900.1		
Sobic.004G157600	0.805367778	AT5G48830.1		
Sobic.001G382800	0.805355604	AT3G10670.1	"ATNAP7,NAP7"	non-intrinsic ABC protein 7
Sobic.002G126500	0.80533499	AT2G44710.1		RNA-binding (RRM/RBD/RNP motifs) family protein
Sobic.001G069000	0.805292112	AT5G44520.1		NagB/RpiA/CoA transferase-like superfamily protein
Sobic.001G511300	0.805271529	AT1G55475.1		
Sobic.001G014300	0.805248187	AT4G22660.1		F-box family protein with a domain of unknown function (DUF295)
Sobic.004G116400	0.805242232	AT3G61590.1	"HS,HWS"	Galactose oxidase/kelch repeat superfamily protein
Sobic.002G325400	0.805226135	AT3G01160.1		
Sobic.001G112400	0.805189081	AT1G02410.1		cytochrome c oxidase assembly protein CtaG / Cox11 family
Sobic.003G065201	0.805151171			
Sobic.001G401700	0.80512787	AT4G33680.1	AGD2	Pyridoxal phosphate (PLP)-dependent transferases superfamily protein
Sobic.010G194700	0.805106049	AT2G17410.1		ARID/BRIGHT DNA-binding domain-containing protein
Sobic.004G132300	0.805037361	AT1G67850.2		Protein of unknown function (DUF707)
Sobic.004G132300	0.805037361	AT1G67850.1		Protein of unknown function (DUF707)
Sobic.003G407200	0.805032681	AT1G67310.1		Calmodulin-binding transcription activator protein with CG-1 and Ankyrin domains
Sobic.003G256200	0.805014059	AT3G15190.1		"chloroplast 30S ribosomal protein S20, putative"
Sobic.001G383300	0.804994641	AT5G58270.1	"ATATM3,ATM3,STA1"	ABC transporter of the mitochondrion 3
Sobic.K041900	0.804985302	AT5G43310.2		COP1-interacting protein-related
Sobic.007G007000	0.804983189	AT2G13650.3	GONST1	golgi nucleotide sugar transporter 1
Sobic.007G007000	0.804983189	AT2G13650.1	GONST1	golgi nucleotide sugar transporter 1
Sobic.006G110400	0.804892625			
Sobic.001G120000	0.804833949	AT1G18170.1		FKBP-like peptidyl-prolyl cis-trans isomerase family protein
Sobic.002G033500	0.804832845	AT3G20800.1		"Cell differentiation, Rcd1-like protein"
Sobic.007G134900	0.804832507	AT4G16450.2		
Sobic.010G065900	0.804802388	AT5G58160.1		actin binding
Sobic.003G043000	0.804659105	AT4G32620.2		Enhancer of polycomb-like transcription factor protein
Sobic.009G149500	0.804647702	AT4G24330.1		Protein of unknown function (DUF1682)
Sobic.006G260000	0.80464631			
Sobic.003G386100	0.804642306	AT1G05720.1		selenoprotein family protein
Sobic.010G214100	0.804584006	AT1G17745.1	PGDH	D-3-phosphoglycerate dehydrogenase
Sobic.002G118600	0.804569797	AT5G61210.1	"ATSNAP33,ATSNAP33B,SNAP33,SNP33"	soluble N-ethylmaleimide-sensitive factor adaptor protein 33
Sobic.009G008900	0.80449582	AT2G32720.1	"ATCB5-B,B5 #4,CB5-B"	cytochrome B5 isoform B
Sobic.008G057000	0.804483599	AT1G21700.1	"ATSWI3C,CHB4,SWI3C"	SWITCH/sucrose nonfermenting 3C
Sobic.003G169600	0.804443274	AT1G25380.1	"ATNDT2,NDT2"	NAD+ transporter 2
Sobic.006G145901	0.804416509	AT1G61820.1	BGLU46	beta glucosidase 46
Sobic.010G220900	0.804351198	AT2G35010.2	"ATO1,TO1"	thioredoxin O1
Sobic.003G212900	0.804334984	AT1G48950.1		C3HC zinc finger-like 
Sobic.006G077200	0.804321157	AT1G43690.1		ubiquitin interaction motif-containing protein
Sobic.007G193800	0.804312376	AT5G37350.1		Serine/threonine-protein kinase Rio1
Sobic.009G127400	0.804308579	AT2G48120.1	PAC	pale cress protein (PAC)
Sobic.003G220900	0.804285412	AT5G62810.1	"ATPEX14,PED2,PEX14"	peroxin 14
Sobic.007G205900	0.804260645	AT5G25070.1		
Sobic.004G202100	0.804250106	AT4G35260.1	"IDH-I,IDH1"	isocitrate dehydrogenase 1
Sobic.003G081700	0.804233077	AT1G18390.2		Protein kinase superfamily protein
Sobic.001G529000	0.804197858	AT3G02950.1	"AtTHO7,THO7"	Tho complex subunit 7/Mft1p
Sobic.003G174800	0.80415949			
Sobic.010G179700	0.804128608	AT4G13360.1		ATP-dependent caseinolytic (Clp) protease/crotonase family protein
Sobic.010G053600	0.804113484	AT1G80070.1	"EMB14,EMB177,EMB33,SUS2"	Pre-mRNA-processing-splicing factor
Sobic.009G201300	0.804074596			
Sobic.009G167700	0.804071912	AT3G55960.1		Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
Sobic.005G187300	0.804059167	AT5G42870.1	"ATPAH2,PAH2"	phosphatidic acid phosphohydrolase 2
Sobic.001G030000	0.804022184	AT3G09090.1	DEX1	defective in exine formation protein (DEX1)
Sobic.001G048200	0.80398189	AT4G26310.1		elongation factor P (EF-P) family protein
Sobic.001G215400	0.80397821	AT3G49450.1		F-box and associated interaction domains-containing protein
Sobic.006G015250	0.803974048			
Sobic.001G168400	0.803946596	AT4G33950.1	"ATOST1,OST1,P44,SNRK2-6,SNRK2.6,SRK2E"	Protein kinase superfamily protein
Sobic.001G125200	0.803929868	AT5G19820.1	emb2734	ARM repeat superfamily protein
Sobic.002G045400	0.803919504	AT3G03740.1	"ATBPM4,BPM4"	BTB-POZ and MATH domain 4
Sobic.002G293300	0.803908011	AT2G25290.3		Octicosapeptide/Phox/Bem1p (PB1) domain-containing protein / tetratricopeptide repeat (TPR)-containing protein
Sobic.003G388400	0.803872688	AT2G45510.1	CYP704A2	"cytochrome P450, family 704, subfamily A, polypeptide 2"
Sobic.010G181600	0.803830631	AT1G52730.2		Transducin/WD40 repeat-like superfamily protein
Sobic.007G168300	0.80377601	AT3G11540.1	SPY	Tetratricopeptide repeat (TPR)-like superfamily protein
Sobic.010G009200	0.803735249	AT5G35930.1		AMP-dependent synthetase and ligase family protein
Sobic.001G110900	0.803727863	AT1G17950.1	"ATMYB52,BW52,MYB52"	myb domain protein 52
Sobic.003G205100	0.803703779	AT1G79950.1		RAD3-like DNA-binding helicase protein
Sobic.006G183200	0.803552949	AT3G61150.1	"HD-GL2-1,HDG1"	homeodomain GLABROUS 1
Sobic.010G237000	0.803456366	AT1G15270.1		Translation machinery associated TMA7
Sobic.004G223600	0.803430103	AT1G17450.2		B-block binding subunit of TFIIIC
Sobic.003G133700	0.803416438	AT2G29650.1	"ANTR1,PHT4;1"	phosphate transporter 4;1
Sobic.001G542900	0.803369766	AT2G45010.1		PLAC8 family protein
Sobic.007G188300	0.803367908	AT5G19980.1	GONST4	golgi nucleotide sugar transporter 4
Sobic.001G288100	0.803356507	AT4G17900.1		PLATZ transcription factor family protein
Sobic.001G260500	0.803355886	AT1G72390.1		
Sobic.002G267400	0.803351032	AT1G09815.1	POLD4	polymerase delta 4
Sobic.009G198500	0.803334192	AT3G18820.1	"ATRAB7B,ATRABG3F,RAB71,RAB7B,RABG3F"	RAB GTPase homolog G3F
Sobic.002G423800	0.803292629	AT1G80500.1		SNARE-like superfamily protein
Sobic.001G536800	0.803271958	AT5G35100.1		Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein
Sobic.001G051400	0.803270193	AT1G18950.1		DDT domain superfamily
Sobic.001G025800	0.803264848	AT1G11290.1	CRR22	Pentatricopeptide repeat (PPR) superfamily protein
Sobic.002G036400	0.803201936	AT1G30090.1		Galactose oxidase/kelch repeat superfamily protein
Sobic.006G052200	0.803153353	AT3G01930.2		Major facilitator superfamily protein
Sobic.009G141201	0.803142013	AT1G57765.1		
Sobic.001G535500	0.803136684	AT5G05980.1	"ATDFB,DFB"	DHFS-FPGS homolog B
Sobic.006G245500	0.803120242	AT5G57390.1	"AIL5,CHO1,EMK"	AINTEGUMENTA-like 5
Sobic.002G118200	0.803112894	AT1G01320.2		Tetratricopeptide repeat (TPR)-like superfamily protein
Sobic.001G166600	0.803107923	AT2G19940.2		"oxidoreductases, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor;copper ion binding"
Sobic.002G330400	0.80307184	AT4G18975.3		Pentatricopeptide repeat (PPR) superfamily protein
Sobic.001G365900	0.803044674	AT3G63070.1		Tudor/PWWP/MBT domain-containing protein
Sobic.007G065400	0.80303955	AT4G04885.1	PCFS4	PCF11P-similar protein 4
Sobic.003G403800	0.803023048	AT4G12830.1		alpha/beta-Hydrolases superfamily protein
Sobic.010G098200	0.802996621	AT1G10510.1	emb2004	RNI-like superfamily protein
Sobic.006G118900	0.802982586	AT1G70590.1		F-box family protein
Sobic.008G145100	0.802981541	AT2G40190.1	LEW3	UDP-Glycosyltransferase superfamily protein
Sobic.002G073200	0.802977938	AT3G05350.1		Metallopeptidase M24 family protein
Sobic.009G010600	0.80297596	AT3G12280.1	"ATRBR1,RB,RB1,RBR,RBR1"	retinoblastoma-related 1
Sobic.004G226600	0.802937568	AT5G23390.1		Plant protein of unknown function (DUF639)
Sobic.001G460100	0.802919947	AT5G61250.1	"AtGUS1,GUS1"	glucuronidase 1
Sobic.004G219000	0.802914698	AT4G14340.1	"CKI1,CKL11"	casein kinase I
Sobic.009G078200	0.802902404	AT5G58210.3		hydroxyproline-rich glycoprotein family protein
Sobic.001G468700	0.802899702	AT1G75100.1	JAC1	J-domain protein required for chloroplast accumulation response 1
Sobic.001G060100	0.802742261	AT3G03940.1		Protein kinase family protein
Sobic.001G375600	0.802678948	AT1G77220.1		Protein of unknown function (DUF300)
Sobic.003G259100	0.802627397	AT5G19130.2		GPI transamidase component family protein / Gaa1-like family protein
Sobic.003G259100	0.802627397	AT5G19130.1		GPI transamidase component family protein / Gaa1-like family protein
Sobic.007G194300	0.802586749	AT3G01910.1	"AT-SO,AtSO,SOX"	sulfite oxidase
Sobic.003G045300	0.802567129	AT3G21580.1		cobalt ion transmembrane transporters
Sobic.001G294100	0.802526867	AT4G17080.1		Histone H3 K4-specific methyltransferase SET7/9 family protein
Sobic.004G039400	0.802525545	AT3G13920.1	"EIF4A1,RH4,TIF4A1"	eukaryotic translation initiation factor 4A1
Sobic.002G194400	0.802522114	AT5G16560.1	"KAN,KAN1"	Homeodomain-like superfamily protein
Sobic.002G148750	0.802509678			
Sobic.002G278300	0.802473585	AT4G38660.1		Pathogenesis-related thaumatin superfamily protein
Sobic.004G073100	0.80243028	AT1G50640.1	"ATERF3,ERF3"	ethylene responsive element binding factor 3
Sobic.006G052300	0.802346949	AT2G25560.1		DNAJ heat shock N-terminal domain-containing protein
Sobic.006G052300	0.802346949	AT5G53150.1		DNAJ heat shock N-terminal domain-containing protein
Sobic.006G211800	0.80234593	AT1G30630.1		Coatomer epsilon subunit
Sobic.004G141400	0.802324695	AT3G13062.2		Polyketide cyclase/dehydrase and lipid transport superfamily protein
Sobic.009G166300	0.80228634	AT5G02880.1	UPL4	ubiquitin-protein ligase 4
Sobic.010G278300	0.802268624	AT1G50380.1		Prolyl oligopeptidase family protein
Sobic.005G108500	0.802187338			
Sobic.004G355800	0.802176262	AT1G14770.2		RING/FYVE/PHD zinc finger superfamily protein
Sobic.001G300100	0.802103255			
Sobic.009G207100	0.802080282	AT4G14440.1	"ATECI3,ECI3,HCD1"	3-hydroxyacyl-CoA dehydratase 1
Sobic.008G118100	0.802072568	AT5G27630.1	ACBP5	acyl-CoA binding protein 5
Sobic.001G373700	0.802054654	AT3G62900.1		CW-type Zinc Finger
Sobic.001G530800	0.802001367	AT3G18190.1		TCP-1/cpn60 chaperonin family protein
Sobic.001G326100	0.801981889	AT2G14680.3	MEE13	myosin heavy chain-related
Sobic.003G051100	0.801890418	AT1G60800.1	NIK3	NSP-interacting kinase 3
Sobic.010G264400	0.801876124	AT2G46700.1	"ATCRK3,CRK3"	CDPK-related kinase 3
Sobic.001G002600	0.801862933	AT2G20410.1		RNA-binding ASCH domain protein
Sobic.003G402900	0.801840047	AT5G64930.1	"CPR5,HYS1"	"CPR5 protein, putative"
Sobic.001G464400	0.801818566	AT4G37608.1		
Sobic.008G021000	0.801810097	AT3G45400.1		exostosin family protein
Sobic.002G033400	0.801791809	AT1G30510.1	"ATRFNR2,RFNR2"	root FNR 2
Sobic.007G016400	0.80177512	AT2G23093.1		Major facilitator superfamily protein
Sobic.001G114200	0.801770656	AT1G67960.1		
Sobic.005G182000	0.801722623			
Sobic.008G168000	0.801641243	AT5G64150.1		RNA methyltransferase family protein
Sobic.001G531200	0.801639532	AT3G61080.1		Protein kinase superfamily protein
Sobic.004G354100	0.801625433	AT1G52600.1		Peptidase S24/S26A/S26B/S26C family protein
Sobic.001G046900	0.801548137	AT1G03130.1	PSAD-2	photosystem I subunit D-2
Sobic.001G312500	0.801543283	AT3G51470.1		Protein phosphatase 2C family protein
Sobic.001G312500	0.801543283	AT2G33700.1		Protein phosphatase 2C family protein
Sobic.001G294300	0.801533545	AT5G47100.1	"ATCBL9,CBL9"	calcineurin B-like protein 9
Sobic.009G228800	0.80149719	AT1G74340.1		dolichol phosphate-mannose biosynthesis regulatory protein-related
Sobic.003G316700	0.801466094	AT1G61210.1		Transducin/WD40 repeat-like superfamily protein
Sobic.006G182100	0.801457922	AT1G01230.1		ORMDL family protein
Sobic.010G214900	0.801452097	AT3G21240.1	"4CL2,AT4CL2"	4-coumarate:CoA ligase 2
Sobic.004G317900	0.801401123	AT5G14910.1		Heavy metal transport/detoxification superfamily protein 
Sobic.002G313600	0.80136994	AT4G18060.1		SH3 domain-containing protein
Sobic.002G357900	0.801351851	AT1G19360.1		Nucleotide-diphospho-sugar transferase family protein
Sobic.009G055800	0.801296787	AT4G34190.1	1-Sep	stress enhanced protein 1
Sobic.005G188600	0.801270376			
Sobic.004G056400	0.80126194	AT1G16300.1	GAPCP-2	glyceraldehyde-3-phosphate dehydrogenase of plastid 2
Sobic.001G042200	0.801227023	AT5G27540.1	"emb2473,MIRO1"	MIRO-related GTP-ase 1
Sobic.001G042200	0.801227023	AT5G27540.2	"emb2473,MIRO1"	MIRO-related GTP-ase 1
Sobic.001G425150	0.801219431	AT3G53940.1		Mitochondrial substrate carrier family protein
Sobic.001G099900	0.801214312	AT4G07410.1		Transducin family protein / WD-40 repeat family protein
Sobic.001G099900	0.801214312	AT4G07410.2		Transducin family protein / WD-40 repeat family protein
Sobic.001G161900	0.801194972	AT2G30580.1	DRIP2	DREB2A-interacting protein 2
Sobic.009G069200	0.801194851	AT5G11700.1		
Sobic.006G174850	0.801157671	AT4G37860.1		SPT2 chromatin protein
Sobic.006G138600	0.801111716	AT5G02410.1		DIE2/ALG10 family
Sobic.010G072800	0.80110568	AT5G06120.4		ARM repeat superfamily protein
Sobic.004G225600	0.801100159	AT1G12770.1	"EMB1586,ISE1"	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Sobic.003G410100	0.801095734	AT5G50860.1		Protein kinase superfamily protein
Sobic.003G181500	0.801082051	AT4G15420.1		Ubiquitin fusion degradation UFD1 family protein
Sobic.006G222800	0.801025282	AT3G14460.1		LRR and NB-ARC domains-containing disease resistance protein
Sobic.006G246900	0.801010156	AT4G31430.2		
Sobic.009G032200	0.800997382	AT3G17310.2		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Sobic.009G032200	0.800997382	AT3G17310.1		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Sobic.005G040500	0.80099573	AT5G56810.1		F-box/RNI-like/FBD-like domains-containing protein
Sobic.002G004800	0.800973799	AT4G03260.1		Outer arm dynein light chain 1 protein
Sobic.005G157100	0.800964556	AT5G12410.1		THUMP domain-containing protein
Sobic.004G120150	0.800942691	ATMG01190.1		ATP synthase subunit 1
Sobic.010G255600	0.800939722	AT4G02530.1		chloroplast thylakoid lumen protein
Sobic.003G402600	0.800938664	AT4G26840.1	"ATSUMO1,SUM1,SUMO 1,SUMO1"	small ubiquitin-like modifier 1
Sobic.002G152800	0.800909501	AT3G52150.1		RNA-binding (RRM/RBD/RNP motifs) family protein
Sobic.003G014000	0.800898828			
Sobic.008G138600	0.80084148	AT2G29060.1		GRAS family transcription factor
Sobic.002G257500	0.800797049	AT1G67370.1	"ASY1,ATASY1"	DNA-binding HORMA family protein
Sobic.006G142332	0.800775079	AT2G38970.1		Zinc finger (C3HC4-type RING finger) family protein
Sobic.006G271800	0.800751195	AT4G00630.1	"ATKEA2,KEA2"	K+ efflux antiporter 2
Sobic.009G251300	0.800741078	AT1G53250.1		
Sobic.010G027600	0.800664593	AT5G45600.2	"GAS41,TAF14B"	YEATS family protein
Sobic.004G231400	0.800645783	AT1G34780.1	"APRL4,ATAPRL4"	APR-like 4
Sobic.005G015900	0.800593143	AT5G53150.1		DNAJ heat shock N-terminal domain-containing protein
Sobic.010G086900	0.800569213	AT5G03100.1		F-box/RNI-like superfamily protein
Sobic.003G270600	0.800525564	AT1G60780.1	HAP13	Clathrin adaptor complexes medium subunit family protein
Sobic.001G186401	0.80052469			
Sobic.002G398700	0.800511317	AT5G27395.1		"Mitochondrial inner membrane translocase complex, subunit Tim44-related protein"
Sobic.004G080200	0.800505874	AT2G04540.1		Beta-ketoacyl synthase
Sobic.006G210000	0.800429557	AT1G79350.1	EMB1135	RING/FYVE/PHD zinc finger superfamily protein
Sobic.004G116600	0.800421367	AT3G61600.2	"ATPOB1,POB1"	POZ/BTB containin G-protein 1
Sobic.009G002300	0.800394064	AT1G22860.1		Vacuolar sorting protein 39
Sobic.009G201600	0.800370375	AT2G25830.1		YebC-related
Sobic.005G032800	0.800298544	AT2G26460.1	SMU2	RED family protein
Sobic.003G254300	0.800292884	AT1G65980.1	TPX1	thioredoxin-dependent peroxidase 1
Sobic.003G186700	0.800292152	AT1G51710.1	"ATUBP6,UBP6"	ubiquitin-specific protease 6
Sobic.004G113800	0.800289361	AT5G53160.2	"PYL8,RCAR3"	regulatory components of ABA receptor 3
Sobic.004G303100	0.800288984	AT5G52290.1	SHOC1	shortage in chiasmata 1
Sobic.009G165200	0.800257398	AT5G02580.1		Plant protein 1589 of unknown function
Sobic.004G077900	0.800237444	AT1G30890.1		Integral membrane HRF1 family protein
Sobic.004G077900	0.800237444	AT1G30890.2		Integral membrane HRF1 family protein
Sobic.004G142900	0.800169995			
Sobic.003G145000	0.800142854			
Sobic.004G150400	0.800109608	AT4G13980.1	"AT-HSFA5,HSFA5"	winged-helix DNA-binding transcription factor family protein
Sobic.008G189300	0.80009244	AT1G45050.1	"ATUBC2-1,UBC15"	Ubiquitin-conjugating enzyme family protein
Sobic.002G383300	0.800088669	AT5G64610.1	HAM1	histone acetyltransferase of the MYST family 1
Sobic.001G032700	0.800087359	AT5G59610.1		Chaperone DnaJ-domain superfamily protein
Sobic.002G373800	0.800082414	AT2G18110.1		Translation elongation  factor EF1B/ribosomal protein S6 family protein
Sobic.001G034700	0.800024491	AT5G59890.1	"ADF4,ATADF4"	actin depolymerizing factor 4
Sobic.008G178400	0.800005375	AT3G22350.1		F-box and associated interaction domains-containing protein
Sobic.003G293300	0.799977369	AT4G32910.1		
Sobic.001G432800	0.799931755	AT4G37870.1	"PCK1,PEPCK"	phosphoenolpyruvate carboxykinase 1
Sobic.001G248100	0.799922012	AT3G54610.1	"BGT,GCN5,HAC3,HAG01,HAG1,HAT1"	histone acetyltransferase of the GNAT family 1
Sobic.009G130700	0.799870244	AT1G54780.1	TLP18.3	thylakoid lumen 18.3 kDa protein
Sobic.007G207900	0.799868848	AT2G33620.2		AT hook motif DNA-binding family protein
Sobic.007G207900	0.799868848	AT2G33620.4		AT hook motif DNA-binding family protein
Sobic.002G049200	0.799761817	AT4G14920.1		Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger protein
Sobic.009G045000	0.799752787	AT2G39090.1		tetratricopeptide repeat (TPR)-containing protein
Sobic.005G075100	0.799746358	AT3G14470.1		NB-ARC domain-containing disease resistance protein
Sobic.006G271200	0.799725119	AT2G44140.1		Peptidase family C54 protein
Sobic.002G396500	0.79970556	AT2G17930.1		Phosphatidylinositol 3- and 4-kinase family protein with FAT domain
Sobic.009G060400	0.79966786	AT4G28300.1		Protein of unknown function (DUF1421)
Sobic.007G143500	0.799651585	AT4G14342.1		Splicing factor 3B subunit 5/RDS3 complex subunit 10
Sobic.007G167900	0.799626865	AT4G33410.1	"ATSPPL1,SPPL1"	SIGNAL PEPTIDE PEPTIDASE-LIKE 1
Sobic.002G055100	0.799590088	AT4G14615.1		
Sobic.002G251200	0.799551852	AT4G35420.1	DRL1	dihydroflavonol 4-reductase-like1
Sobic.004G130300	0.79954331	AT2G46500.1	"ATPI4K GAMMA 4,PI4K GAMMA 4,UBDK GAMMA 4"	phosphoinositide 4-kinase gamma 4
Sobic.010G168600	0.799500794	AT4G17486.1		PPPDE putative thiol peptidase family protein
Sobic.010G168600	0.799500794	AT5G47310.1		PPPDE putative thiol peptidase family protein
Sobic.001G138300	0.799491296	AT2G23780.1		RING/U-box superfamily protein
Sobic.006G051800	0.799448271	AT1G67310.1		Calmodulin-binding transcription activator protein with CG-1 and Ankyrin domains
Sobic.010G088600	0.799446712	AT5G08290.1	YLS8	"mRNA splicing factor, thioredoxin-like U5 snRNP"
Sobic.010G174500	0.799432642	AT5G57035.1		U-box domain-containing protein kinase family protein
Sobic.007G126100	0.79937731	AT1G60140.1	"ATTPS10,TPS10"	trehalose phosphate synthase
Sobic.004G298300	0.799368971	AT2G44770.1		ELMO/CED-12 family protein
Sobic.001G152000	0.799363381	AT3G22980.1		Ribosomal protein S5/Elongation factor G/III/V family protein
Sobic.001G453000	0.799333013	AT5G16610.2		
Sobic.001G441000	0.799235162	AT1G48440.1		B-cell receptor-associated 31-like
Sobic.004G160800	0.79919884	AT5G61760.1	"ATIPK2BETA,IPK2B,IPK2BETA"	inositol polyphosphate kinase 2 beta
Sobic.001G535100	0.799177247	AT4G01860.1		Transducin family protein / WD-40 repeat family protein
Sobic.001G535100	0.799177247	AT4G01860.2		Transducin family protein / WD-40 repeat family protein
Sobic.001G149600	0.79917168	AT3G03773.2		HSP20-like chaperones superfamily protein
Sobic.002G252800	0.799168969	AT3G20270.3		lipid-binding serum glycoprotein family protein
Sobic.001G151700	0.799145071	AT4G32915.1		
Sobic.004G272300	0.799091528	AT2G35585.1		
Sobic.006G032600	0.799088795	AT5G66160.1	"ATRMR1,RMR1"	receptor homology region transmembrane domain ring H2 motif protein 1
Sobic.001G427700	0.799066608	AT2G29690.1	"ASA2,ATHANSYNAB"	anthranilate synthase 2
Sobic.002G122600	0.799043326	AT3G23280.2	XBAT35	XB3 ortholog 5 in Arabidopsis thaliana
Sobic.001G106400	0.799032786	AT4G25770.1		alpha/beta-Hydrolases superfamily protein
Sobic.010G076800	0.799022742	AT2G04700.1		ferredoxin thioredoxin reductase catalytic beta chain family protein
Sobic.008G029400	0.798832567	AT2G46400.1	"ATWRKY46,WRKY46"	WRKY DNA-binding protein 46
Sobic.003G258400	0.798782488	AT4G01000.1		Ubiquitin-like superfamily protein
Sobic.009G030800	0.798752826	AT4G01995.1		
Sobic.003G012200	0.798713372	AT4G31180.2		Class II aminoacyl-tRNA and biotin synthetases superfamily protein
Sobic.010G067500	0.798701675	AT4G30810.1	scpl29	serine carboxypeptidase-like 29
Sobic.005G172500	0.798700324	AT3G18140.1		Transducin/WD40 repeat-like superfamily protein
Sobic.007G196500	0.798700209	AT3G07170.1		Sterile alpha motif (SAM) domain-containing protein
Sobic.002G256200	0.798668368	AT5G48640.1		Cyclin family protein
Sobic.001G036300	0.798607324	AT5G13520.1		peptidase M1 family protein
Sobic.003G024800	0.798600979	AT1G06390.2	"ATGSK1,ATSK2-3,ATSK22,BIL2,GSK1,SK22"	GSK3/SHAGGY-like protein kinase 1
Sobic.003G299000	0.798567895	AT4G28300.1		Protein of unknown function (DUF1421)
